respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.18,0.42857142857142855
26708,0.04,0.14285714285714285
26709,0.18,0.8571428571428571
26710,0.76,1.0
26711,0.16,0.2857142857142857
26712,0.74,0.8571428571428571
26713,0.48,0.42857142857142855
26714,0.18,0.14285714285714285
26715,0.0,0.0
26716,0.12,1.0
26717,0.06,0.14285714285714285
26718,0.34,0.7142857142857143
26719,0.28,1.0
26720,0.02,0.2857142857142857
26721,0.46,0.5714285714285714
26722,0.06,0.0
26723,0.76,1.0
26724,0.02,0.8571428571428571
26725,0.02,0.0
26726,0.06,0.2857142857142857
26727,0.44,0.7142857142857143
26728,0.36,0.7142857142857143
26729,0.16,0.14285714285714285
26730,0.04,0.14285714285714285
26731,0.1,0.2857142857142857
26732,0.24,0.42857142857142855
26733,0.9,0.8571428571428571
26734,0.66,0.14285714285714285
26735,0.08,0.14285714285714285
26736,0.06,0.14285714285714285
26737,0.06,0.14285714285714285
26738,0.64,0.8571428571428571
26739,0.14,0.14285714285714285
26740,0.16,0.42857142857142855
26741,0.14,0.7142857142857143
26742,0.08,0.5714285714285714
26743,0.08,0.2857142857142857
26744,0.1,0.5714285714285714
26745,0.1,0.7142857142857143
26746,0.08,0.2857142857142857
26747,0.04,0.5714285714285714
26748,0.06,0.14285714285714285
26749,0.0,0.7142857142857143
26750,0.48,0.7142857142857143
26751,0.76,0.7142857142857143
26752,0.16,0.42857142857142855
26753,0.16,0.42857142857142855
26754,0.14,0.8571428571428571
26755,0.18,0.42857142857142855
26756,0.02,0.14285714285714285
26757,0.18,0.7142857142857143
26758,0.52,0.7142857142857143
26759,0.02,0.0
26760,0.04,0.14285714285714285
26761,0.32,0.7142857142857143
26762,0.16,1.0
26763,0.82,0.8571428571428571
26764,0.88,0.7142857142857143
26765,0.14,0.5714285714285714
26766,0.18,0.14285714285714285
26767,0.78,0.8571428571428571
26768,0.04,0.14285714285714285
26769,0.06,0.2857142857142857
26770,0.06,0.42857142857142855
26771,0.06,0.5714285714285714
26772,0.1,0.5714285714285714
26773,0.22,0.42857142857142855
26774,0.1,0.14285714285714285
26775,0.04,0.42857142857142855
