respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.12188743362282005,0.1781022846698761
26708,0.02887713183431188,0.018364110961556438
26709,0.1973208763649723,0.6798843741416931
26710,0.6787967079059504,0.9084113240242004
26711,0.4715704779235629,0.3601232171058655
26712,0.8087658555466175,0.9719825387001038
26713,0.2812341609205035,0.6602938175201416
26714,0.17657155160572446,0.16880382597446442
26715,0.025004718118263342,0.09174182265996933
26716,0.22381499740744595,0.9045288562774658
26717,0.012121911836424186,0.3620182275772095
26718,0.3412020091317005,0.5229789018630981
26719,0.08041187125474887,0.8840205669403076
26720,0.01924094548802249,0.1960948407649994
26721,0.3949017062320135,0.4122641086578369
26722,0.09756213204088893,0.07707148790359497
26723,0.7657230130794673,0.9321249127388
26724,0.024210607584536508,0.728480875492096
26725,0.011293594360287344,0.047902770340442664
26726,0.029432595671416664,0.03613382950425148
26727,0.4727332266435125,0.9077911972999572
26728,0.20947207926052244,0.5287189483642578
26729,0.2026782064019129,0.7059418559074402
26730,0.040363621487716966,0.11243339627981186
26731,0.03973716169170655,0.2100073993206024
26732,0.15249329096635453,0.2043261826038361
26733,0.9654929616646498,0.9762738943099976
26734,0.7976403518631892,0.4914433658123016
26735,0.08002569375968528,0.3776455223560333
26736,0.060134264400010275,0.11964414268732072
26737,0.06424508494158973,0.07069214433431625
26738,0.7963556219799472,0.8945904970169067
26739,0.12252961897872287,0.2554202973842621
26740,0.13337409850608806,0.09178810566663742
26741,0.07335099296048178,0.9247872233390808
26742,0.10236935460725237,0.3658942878246307
26743,0.043694247560837327,0.4249877631664276
26744,0.024438629528894102,0.7181331515312195
26745,0.052385855043976484,0.8786401748657227
26746,0.15138832716620249,0.4006513059139252
26747,0.05332407698124638,0.19733750820159912
26748,0.04418322358396736,0.06015271693468094
26749,0.07112279787132786,0.7142046689987183
26750,0.38789686185696104,0.8460025787353516
26751,0.4589450555173311,0.8277629017829895
26752,0.06598488044805274,0.06335833668708801
26753,0.30575629539349475,0.6214100122451782
26754,0.14232184818609625,0.5804452300071716
26755,0.15386875697101532,0.4344543516635895
26756,0.02354350313849487,0.016840824857354164
26757,0.21975529888410547,0.4887750744819641
26758,0.4774105552462064,0.8463030457496643
26759,0.014806665405085387,0.1586032211780548
26760,0.04547343870661776,0.07104834914207457
26761,0.396526270585249,0.7909323573112488
26762,0.1660982370175938,0.8718757033348083
26763,0.8710640889378733,0.9760452508926392
26764,0.9554860142184805,0.9765712022781372
26765,0.0490306902235152,0.7540347576141357
26766,0.11997145331649485,0.13727861642837524
26767,0.9062981953171132,0.7002018094062805
26768,0.021212290214927453,0.3916565179824829
26769,0.05598421582264087,0.1193227395415306
26770,0.045216893852661866,0.4832322895526886
26771,0.016172854810918402,0.05041218549013138
26772,0.06575145233214759,0.4599968791007996
26773,0.024529795087038512,0.3431399166584015
26774,0.02047729988446717,0.3169809877872467
26775,0.02487139361652481,0.4940104782581329
26776,0.4735782103093645,0.3736826777458191
26777,0.11509167312021007,0.945093870162964
26778,0.11346093086361815,0.041297052055597305
26779,0.18600512609146688,0.6633746027946472
26780,0.05293758781396752,0.9354143738746644
26781,0.046590752697111534,0.3862526118755341
26782,0.057496511299432375,0.28406280279159546
26783,0.024465742208836752,0.2845074236392975
26784,0.062431255404282,0.8237242698669434
26785,0.5000833951166794,0.6767491698265076
26786,0.04069657680954389,0.2407441884279251
26787,0.05472045231202907,0.5384703874588013
26788,0.027279496470526472,0.8997662663459778
26789,0.016859939055107773,0.19819241762161252
26790,0.021393877055439336,0.20003849267959595
26791,0.05506541431294685,0.10305792093276978
26792,0.07338546089017116,0.6362270712852478
26793,0.13828018453059485,0.9450712203979492
26794,0.6376730879440219,0.8118420243263245
26795,0.1142295556550892,0.952325403690338
26796,0.031704462359198674,0.030572339892387387
26797,0.20121197236872093,0.7403270602226257
26798,0.3056138166983249,0.19502609968185425
26799,0.20874368071280333,0.4241054058074951
26800,0.07441925608275679,0.9701389074325562
26801,0.3279592003409982,0.3092091381549835
26802,0.09823439863179466,0.16398058831691742
26803,0.026391170518303152,0.14734098315238953
26804,0.0404378747331071,0.056753631681203835
26805,0.04808846840893323,0.13403865694999695
26806,0.026177363656512947,0.934039831161499
26807,0.334516715979205,0.8904609680175781
26808,0.03850634480506617,0.3558152616024017
26809,0.6244999924071851,0.1632910668849945
26810,0.050252274255089435,0.1077992245554924
26811,0.022769479511670927,0.038144126534461975
26812,0.22429106423682899,0.9182814955711364
26813,0.6013434895681122,0.42998242378234863
26814,0.019019459007616816,0.7348438501358032
26815,0.01464507165384261,0.03551313281059265
26816,0.06845675747471558,0.11763764917850494
26817,0.019688117387085386,0.5424921512603761
26818,0.12030709927979627,0.2679415345191956
26819,0.16384046497553578,0.20581670105457306
26820,0.05976174628295944,0.1569770723581314
26821,0.04217286919876917,0.725750207901001
26822,0.06787705437114737,0.7346511483192444
26823,0.3191679859699647,0.3638163506984711
26824,0.01808256246596096,0.7009264826774597
26825,0.3917021241514769,0.6863419413566589
26826,0.037480659115530834,0.7025090456008911
26827,0.023915112066625242,0.13423141837120056
26828,0.05315409855615825,0.37852582335472107
26829,0.8303571772968985,0.957076609134674
26830,0.01785050760487024,0.7692971229553223
26831,0.13262281224867745,0.9110942482948304
26832,0.04564136672575067,0.7532342672348022
26833,0.019624680165084226,0.5593873858451843
26834,0.19574714824249392,0.6408686637878418
26835,0.3055222789297446,0.8953004479408264
26836,0.3177522773049247,0.7143137454986572
26837,0.08637915877385936,0.035483941435813904
